story_num	sentence_num	sentence	word_num_in_sentence	word_num_in_story
2	7	changed	17	223
2	7	into	18	224
2	7	fine	19	225
2	7	mist	20	226
2	7	or	21	227
2	7	vapor	22	228
2	7	and	23	229
2	7	Aqua	24	230
2	7	could	25	231
2	7	not	26	232
2	7	see	27	233
2	7	them.	28	234
2	8	Do	1	235
2	8	you	2	236
2	8	know	3	237
2	8	what	4	238
2	8	vapor	5	239
2	8	is?	6	240
2	9	If	1	241
2	9	you	2	242
2	9	breathe	3	243
2	9	into	4	244
2	9	the	5	245
2	9	air,	6	246
2	9	when	7	247
2	9	it	8	248
2	9	is	9	249
2	9	cold	10	250
2	9	enough,	11	251
2	9	you	12	252
2	9	will	13	253
2	9	see	14	254
2	9	it	15	255
2	9	coming	16	256
2	9	out	17	257
2	9	of	18	258
2	9	your	19	259
2	9	mouth	20	260
2	9	thick	21	261
2	9	and	22	262
2	9	fast	23	263
2	9	like	24	264
2	9	steam.	25	265
2	10	When	1	266
2	10	the	2	267
2	10	vapor	3	268
2	10	is	4	269
2	10	quite	5	270
2	10	near	6	271
2	10	the	7	272
2	10	earth,	8	273
2	10	we	9	274
2	10	call	10	275
2	10	it	11	276
2	10	'fog'.	12	277
2	11	Into	1	278
2	11	vapor	2	279
2	11	the	3	280
2	11	water	4	281
2	11	drops	5	282
2	11	that	6	283
2	11	danced	7	284
2	11	in	8	285
2	11	the	9	286
2	11	ocean	10	287
2	11	had	11	288
2	11	been	12	289
2	11	changed,	13	290
2	11	because	14	291
2	11	in	15	292
2	11	their	16	293
2	11	own	17	294
2	11	shape	18	295
2	11	they	19	296
2	11	were	20	297
2	11	too	21	298
2	11	heavy	22	299
2	11	for	23	300
2	11	the	24	301
2	11	sunbeams	25	302
2	11	that	26	303
2	11	the	27	304
2	11	sun	28	305
2	11	let	29	306
2	11	out	30	307
2	11	to	31	308
2	11	carry.	32	309
2	12	Higher	1	310
2	12	and	2	311
2	12	higher	3	312
2	12	they	4	313
2	12	sailed,	5	314
2	12	and	6	315
2	12	though	7	316
2	12	it	8	317
2	12	was	9	318
2	12	grand,	10	319
2	12	Aqua	11	320
2	12	and	12	321
2	12	his	13	322
2	12	friends	14	323
2	12	were	15	324
2	12	like	16	325
2	12	fish	17	326
2	12	out	18	327
2	12	of	19	328
2	12	water,	20	329
2	12	so	21	330
2	12	they	22	331
2	12	grew	23	332
2	12	quite	24	333
2	12	dizzy.	25	334
2	13	They	1	335
2	13	enjoyed	2	336
2	13	looking	3	337
2	13	down	4	338
2	13	on	5	339
2	13	the	6	340
2	13	world	7	341
2	13	below,	8	342
2	13	while	9	343
2	13	the	10	344
2	13	wind	11	345
2	13	scattered	12	346
2	13	them	13	347
2	13	across	14	348
2	13	the	15	349
2	13	four	16	350
2	13	corners	17	351
2	13	of	18	352
2	13	the	19	353
2	13	earth,	20	354
2	13	but	21	355
2	13	after	22	356
2	13	a	23	357
2	13	while	24	358
2	13	it	25	359
2	13	grew	26	360
2	13	nearly	27	361
2	13	time	28	362
2	13	for	29	363
2	13	the	30	364
2	13	sun	31	365
2	13	to	32	366
2	13	go	33	367
2	13	to	34	368
2	13	bed.	35	369
2	14	He	1	370
2	14	became	2	371
2	14	very	3	372
2	14	red	4	373
2	14	in	5	374
2	14	the	6	375
2	14	face,	7	376
2	14	and	8	377
2	14	began	9	378
2	14	to	10	379
2	14	sink	11	380
2	14	lower	12	381
2	14	and	13	382
2	14	lower,	14	383
2	14	until	15	384
2	14	suddenly	16	385
2	14	he	17	386
2	14	went	18	387
2	14	clear	19	388
2	14	out	20	389
2	14	of	21	390
2	14	sight!	22	391
2	15	Poor	1	392
2	15	little	2	393
2	15	Aqua,	3	394
2	15	frightened	4	395
2	15	by	5	396
2	15	the	6	397
2	15	impending	7	398
2	15	cold	8	399
2	15	and	9	400
2	15	darkness,	10	401
2	15	wished	11	402
2	15	he	12	403
2	15	could	13	404
2	15	sleep	14	405
2	15	not	15	406
2	15	in	16	407
2	15	the	17	408
2	15	sky,	18	409
2	15	but	19	410
2	15	somewhere	20	411
2	15	closer	21	412
2	15	to	22	413
2	15	earth.	23	414
2	16	Then	1	415
2	16	Aqua	2	416
2	16	heard	3	417
2	16	the	4	418
2	16	wind	5	419
2	16	blow	6	420
2	16	and	7	421
2	16	conjectured	8	422
2	16	that	9	423
2	16	maybe	10	424
2	16	the	11	425
2	16	wind	12	426
2	16	could	13	427
2	16	take	14	428
2	16	him	15	429
2	16	back	16	430
2	16	down	17	431
2	16	to	18	432
2	16	the	19	433
2	16	ocean.	20	434
2	17	Indeed,	1	435
2	17	the	2	436
2	17	wind	3	437
2	17	took	4	438
2	17	pity	5	439
2	17	on	6	440
2	17	him	7	441
2	17	and	8	442
2	17	fanned	9	443
2	17	him,	10	444
2	17	together	11	445
2	17	with	12	446
2	17	all	13	447
2	17	of	14	448
2	17	his	15	449
2	17	brothers	16	450
2	17	and	17	451
2	17	sisters,	18	452
2	17	into	19	453
2	17	a	20	454
2	17	heavy	21	455
2	17	gray	22	456
2	17	cloud,	23	457
2	17	after	24	458
2	17	which	25	459
2	17	he	26	460
2	17	blew	27	461
2	17	them	28	462
2	17	apart	29	463
2	17	and	30	464
2	17	told	31	465
2	17	them	32	466
2	17	to	33	467
2	17	hurry	34	468
2	17	down,	35	469
2	17	fast	36	470
2	17	and	37	471
2	17	furious	38	472
2	17	to	39	473
2	17	the	40	474
2	17	earth,	41	475
2	17	so	42	476
2	17	they	43	477
2	17	could	44	478
2	17	have	45	479
2	17	a	46	480
2	17	fighting	47	481
2	17	chance	48	482
2	17	of	49	483
2	17	reaching	50	484
2	17	the	51	485
2	17	ocean.	52	486
2	18	Down	1	487
2	18	they	2	488
2	18	went,	3	489
2	18	rolling	4	490
2	18	over	5	491
2	18	each	6	492
2	18	other	7	493
2	18	until	8	494
2	18	with	9	495
2	18	a	10	496
2	18	patter	11	497
2	18	and	12	498
2	18	clatter	13	499
2	18	and	14	500
2	18	spatter	15	501
2	18	they	16	502
2	18	touched	17	503
2	18	the	18	504
2	18	ground,	19	505
2	18	and	20	506
2	18	all	21	507
2	18	the	22	508
2	18	people	23	509
2	18	that	24	510
2	18	the	25	511
2	18	raindrops	26	512
2	18	fell	27	513
2	18	on	28	514
2	18	cried,	29	515
2	18	'It's	30	516
2	18	raining',	31	517
2	18	and	32	518
2	18	took	33	519
2	18	out	34	520
2	18	their	35	521
2	18	umbrellas.	36	522
2	19	Some	1	523
2	19	of	2	524
2	19	the	3	525
2	19	drops	4	526
2	19	that	5	527
2	19	were	6	528
2	19	the	7	529
2	19	most	8	530
2	19	fortunate,	9	531
2	19	including	10	532
2	19	Aqua,	11	533
2	19	fell	12	534
2	19	on	13	535
2	19	a	14	536
2	19	mountainside,	15	537
2	19	and	16	538
2	19	down	17	539
2	19	the	18	540
2	19	rocky	19	541
2	19	cliff	20	542
2	19	they	21	543
2	19	ran.	22	544
2	20	Together	1	545
2	20	they	2	546
2	20	plunged	3	547
2	20	into	4	548
2	20	a	5	549
2	20	mountain	6	550
2	20	brook,	7	551
2	20	which	8	552
2	20	came	9	553
2	20	foaming	10	554
2	20	and	11	555
2	20	dashing	12	556
2	20	along,	13	557
2	20	leaping	14	558
2	20	over	15	559
2	20	rocks	16	560
2	20	and	17	561
2	20	rushing	18	562
2	20	down	19	563
2	20	the	20	564
2	20	hillside,	21	565
2	20	until	22	566
2	20	in	23	567
2	20	the	24	568
2	20	valley	25	569
2	20	below	26	570
2	20	they	27	571
2	20	heard	28	572
2	20	the	29	573
2	20	strangest	30	574
2	20	clattering	31	575
2	20	noise.	32	576
2	21	The	1	577
2	21	little	2	578
2	21	water	3	579
2	21	drops	4	580
2	21	were	5	581
2	21	then	6	582
2	21	able	7	583
2	21	to	8	584
2	21	make	9	585
2	21	out	10	586
2	21	a	11	587
2	21	flour	12	588
2	21	mill	13	589
2	21	that	14	590
2	21	was	15	591
2	21	standing	16	592
2	21	on	17	593
2	21	the	18	594
2	21	bank.	19	595
2	22	Inside	1	596
2	22	the	2	597
2	22	mill,	3	598
2	22	the	4	599
2	22	water	5	600
2	22	drops	6	601
2	22	saw	7	602
2	22	two	8	603
2	22	great	9	604
2	22	stones,	10	605
2	22	which	11	606
2	22	the	12	607
2	22	big	13	608
2	22	wheel	14	609
2	22	kept	15	610
2	22	whizzing	16	611
2	22	round	17	612
2	22	and	18	613
2	22	round.	19	614
2	23	The	1	615
2	23	stones,	2	616
2	23	smoothed	3	617
2	23	by	4	618
2	23	the	5	619
2	23	spinning,	6	620
2	23	were	7	621
2	23	busy	8	622
2	23	grinding	9	623
2	23	the	10	624
2	23	wheat	11	625
2	23	into	12	626
2	23	flour	13	627
2	23	and	14	628
2	23	the	15	629
2	23	corn	16	630
2	23	into	17	631
2	23	golden	18	632
2	23	meal.	19	633
2	24	But	1	634
2	24	what	2	635
2	24	giant	3	636
2	24	do	4	637
2	24	you	5	638
2	24	suppose	6	639
2	24	it	7	640
2	24	was	8	641
2	24	who	9	642
2	24	could	10	643
2	24	turn	11	644
2	24	and	12	645
2	24	swing	13	646
2	24	that	14	647
2	24	tremendous	15	648
2	24	wheel?	16	649
2	25	No	1	650
2	25	giant	2	651
2	25	at	3	652
2	25	all.	4	653
2	26	It	1	654
2	26	was	2	655
2	26	just	3	656
2	26	our	4	657
2	26	tiny	5	658
2	26	little	6	659
2	26	water	7	660
2	26	drops,	8	661
2	26	who	9	662
2	26	sprang	10	663
2	26	on	11	664
2	26	it	12	665
2	26	by	13	666
2	26	hundreds	14	667
2	26	and	15	668
2	26	thousands,	16	669
2	26	and	17	670
2	26	whirled	18	671
2	26	it	19	672
2	26	over	20	673
2	26	and	21	674
2	26	over.	22	675
2	27	It	1	676
2	27	was	2	677
2	27	lucky	3	678
2	27	for	4	679
2	27	the	5	680
2	27	water	6	681
2	27	drops	7	682
2	27	that	8	683
2	27	the	9	684
2	27	brook	10	685
2	27	where	11	686
2	27	they	12	687
2	27	were	13	688
2	27	swimming	14	689
2	27	next	15	690
2	27	emptied	16	691
2	27	into	17	692
2	27	a	18	693
2	27	beautiful	19	694
2	27	pond	20	695
2	27	where	21	696
2	27	ducks	22	697
2	27	and	23	698
2	27	geese	24	699
2	27	were	25	700
2	27	living	26	701
2	27	peacefully.	27	702
2	28	Aqua	1	703
2	28	liked	2	704
2	28	to	3	705
2	28	play	4	706
2	28	hide-and-seek	5	707
2	28	in	6	708
2	28	this	7	709
2	28	pond,	8	710
2	28	and	9	711
2	28	it	10	712
2	28	was	11	713
2	28	his	12	714
2	28	brother	13	715
2	28	water	14	716
2	28	drop	15	717
2	28	who	16	718
2	28	he	17	719
2	28	fooled	18	720
2	28	by	19	721
2	28	swimming	20	722
2	28	to	21	723
2	28	a	22	724
2	28	big	23	725
2	28	pool	24	726
2	28	of	25	727
2	28	water	26	728
2	28	and	27	729
2	28	pretending	28	730
2	28	to	29	731
2	28	hide	30	732
2	28	there,	31	733
2	28	but	32	734
2	28	then	33	735
2	28	sneaking	34	736
2	28	under	35	737
2	28	a	36	738
2	28	rock	37	739
2	28	into	38	740
2	28	an	39	741
2	28	obscured	40	742
2	28	little	41	743
2	28	puddle.	42	744
2	29	His	1	745
2	29	brother	2	746
2	29	had	3	747
2	29	blatantly	4	748
2	29	peeked	5	749
2	29	and	6	750
2	29	even	7	751
2	29	followed	8	752
2	29	Aqua	9	753
2	29	as	10	754
2	29	he	11	755
2	29	entered	12	756
2	29	the	13	757
2	29	big	14	758
2	29	pool	15	759
2	29	of	16	760
2	29	water,	17	761
2	29	so	18	762
2	29	when	19	763
2	29	he	20	764
2	29	searched	21	765
2	29	there	22	766
2	29	and	23	767
2	29	could	24	768
2	29	not	25	769
2	29	find	26	770
2	29	him,	27	771
2	29	he	28	772
2	29	was	29	773
2	29	extremely	30	774
2	29	surprised	31	775
2	29	and	32	776
2	29	gave	33	777
2	29	up.	34	778
2	30	Aqua	1	779
2	30	liked	2	780
2	30	this	3	781
2	30	pond	4	782
2	30	where	5	783
2	30	he	6	784
2	30	could	7	785
2	30	play	8	786
2	30	all	9	787
2	30	day,	10	788
2	30	so	11	789
2	30	he	12	790
2	30	stayed	13	791
2	30	a	14	792
2	30	good	15	793
2	30	while,	16	794
2	30	sailing	17	795
2	30	up	18	796
2	30	and	19	797
2	30	down,	20	798
2	30	taking	21	799
2	30	the	22	800
2	30	ducks'	23	801
2	30	backs	24	802
2	30	for	25	803
2	30	ships	26	804
2	30	and	27	805
2	30	the	28	806
2	30	frogs	29	807
2	30	for	30	808
2	30	horses,	31	809
2	30	but	32	810
2	30	after	33	811
2	30	a	34	812
2	30	time	35	813
2	30	he	36	814
2	30	tired	37	815
2	30	of	38	816
2	30	the	39	817
2	30	dull	40	818
2	30	life,	41	819
2	30	and	42	820
2	30	he	43	821
2	30	and	44	822
2	30	his	45	823
2	30	brothers	46	824
2	30	floated	47	825
2	30	under	48	826
2	30	a	49	827
2	30	bridge	50	828
2	30	for	51	829
2	30	a	52	830
2	30	long	53	831
2	30	distance,	54	832
2	30	until	55	833
2	30	they	56	834
2	30	saw	57	835
2	30	another	58	836
2	30	brook	59	837
2	30	tumbling	60	838
2	30	down	61	839
2	30	a	62	840
2	30	hillside.	63	841
2	31	'Come,	1	842
2	31	let's	2	843
2	31	join	3	844
2	31	hands!'	4	845
2	31	cried	5	846
2	31	Aqua	6	847
2	31	and	7	848
2	31	because	8	849
2	31	the	9	850
2	31	water	10	851
2	31	drops	11	852
2	31	were	12	853
2	31	all	13	854
2	31	together,	14	855
2	31	overcoming	15	856
2	31	the	16	857
2	31	brook	17	858
2	31	was	18	859
2	31	child's	19	860
2	31	play.	20	861
2	32	It	1	862
2	32	was	2	863
2	32	by	3	864
2	32	the	4	865
2	32	help	5	866
2	32	of	6	867
2	32	Aqua	7	868
2	32	and	8	869
2	32	his	9	870
2	32	brothers	10	871
2	32	that	11	872
2	32	the	12	873
2	32	bewitching	13	874
2	32	river	14	875
2	32	was	15	876
2	32	able	16	877
2	32	to	17	878
2	32	float	18	879
2	32	heavy	19	880
2	32	ships,	20	881
2	32	though	21	882
2	32	not	22	883
2	32	so	23	884
2	32	long	24	885
2	32	ago	25	886
2	32	it	26	887
2	32	was	27	888
2	32	only	28	889
2	32	a	29	890
2	32	little	30	891
2	32	stream.	31	892
2	33	As	1	893
2	33	the	2	894
2	33	river	3	895
2	33	grew	4	896
2	33	wider	5	897
2	33	and	6	898
2	33	he	7	899
2	33	could	8	900
2	33	almost	9	901
2	33	see	10	902
2	33	the	11	903
2	33	ocean,	12	904
2	33	Aqua	13	905
2	33	realized	14	906
2	33	his	15	907
2	33	journey	16	908
2	33	was	17	909
2	33	almost	18	910
2	33	over	19	911
2	33	and	20	912
2	33	he	21	913
2	33	had	22	914
2	33	come	23	915
2	33	full	24	916
2	33	circle.	25	917
2	34	Back	1	918
2	34	in	2	919
2	34	the	3	920
2	34	ocean,	4	921
2	34	he	5	922
2	34	felt	6	923
2	34	right	7	924
2	34	at	8	925
2	34	home.	9	926
2	35	For	1	927
2	35	him,	2	928
2	35	this	3	929
2	35	was	4	930
2	35	the	5	931
2	35	safest,	6	932
2	35	sweetest	7	933
2	35	place	8	934
2	35	in	9	935
2	35	the	10	936
2	35	whole	11	937
2	35	wide	12	938
2	35	world.	13	939
2	36	During	1	940
2	36	the	2	941
2	36	warm	3	942
2	36	summer	4	943
2	36	evenings,	5	944
2	36	if	6	945
2	36	you	7	946
2	36	take	8	947
2	36	a	9	948
2	36	walk	10	949
2	36	on	11	950
2	36	the	12	951
2	36	sea	13	952
2	36	beach,	14	953
2	36	you	15	954
2	36	will	16	955
2	36	hear	17	956
2	36	the	18	957
2	36	gentle	19	958
2	36	rippling	20	959
2	36	swash	21	960
2	36	of	22	961
2	36	the	23	962
2	36	waves	24	963
2	36	and	25	964
2	36	some	26	965
2	36	say	27	966
2	36	that	28	967
2	36	it	29	968
2	36	must	30	969
2	36	be	31	970
2	36	the	32	971
2	36	gurgling	33	972
2	36	voices	34	973
2	36	of	35	974
2	36	Aqua	36	975
2	36	and	37	976
2	36	his	38	977
2	36	brother	39	978
2	36	water	40	979
2	36	drops	41	980
2	36	telling	42	981
2	36	each	43	982
2	36	other	44	983
2	36	about	45	984
2	36	their	46	985
2	36	wonderful	47	986
2	36	journey	48	987
2	36	around	49	988
2	36	the	50	989
2	36	world.	51	990
3	1	It	1	1
3	1	was	2	2
3	1	cold	3	3
3	1	and	4	4
3	1	nearly	5	5
3	1	dark	6	6
3	1	on	7	7
3	1	the	8	8
3	1	last	9	9
3	1	evening	10	10
3	1	of	11	11
3	1	the	12	12
3	1	old	13	13
3	1	year,	14	14
3	1	and	15	15
3	1	the	16	16
3	1	snow	17	17
3	1	was	18	18
3	1	falling	19	19
3	1	fast	20	20
3	1	and	21	21
3	1	furious.	22	22
3	2	A	1	23
3	2	little	2	24
3	2	girl	3	25
3	2	no	4	26
3	2	one	5	27
3	2	sheltered	6	28
3	2	from	7	29
3	2	the	8	30
3	2	gelid	9	31
3	2	air	10	32
3	2	roamed	11	33
3	2	through	12	34
3	2	the	13	35
3	2	streets	14	36
3	2	with	15	37
3	2	a	16	38
3	2	bare	17	39
3	2	head	18	40
3	2	and	19	41
3	2	naked	20	42
3	2	feet,	21	43
3	2	looking	22	44
3	2	as	23	45
3	2	poor	24	46
3	2	as	25	47
3	2	a	26	48
3	2	church	27	49
3	2	mouse.	28	50
3	3	It's	1	51
3	3	true	2	52
3	3	she	3	53
3	3	had	4	54
3	3	on	5	55
3	3	a	6	56
3	3	pair	7	57
3	3	of	8	58
3	3	slippers	9	59
3	3	her	10	60
3	3	mother	11	61
3	3	had	12	62
3	3	once	13	63
3	3	given	14	64
3	3	her	15	65
3	3	when	16	66
3	3	she	17	67
3	3	left	18	68
3	3	home,	19	69
3	3	but	20	70
3	3	they	21	71
3	3	were	22	72
3	3	as	23	73
3	3	much	24	74
3	3	use	25	75
3	3	to	26	76
3	3	her	27	77
3	3	as	28	78
3	3	a	29	79
3	3	chocolate	30	80
3	3	teapot.	31	81
3	4	The	1	82
3	4	slippers	2	83
3	4	owned	3	84
3	4	by	4	85
3	4	her	5	86
3	4	mother	6	87
3	4	were	7	88
3	4	so	8	89
3	4	large	9	90
3	4	that	10	91
3	4	the	11	92
3	4	emaciated	12	93
3	4	little	13	94
3	4	creature	14	95
3	4	had	15	96
3	4	lost	16	97
3	4	them	17	98
3	4	while	18	99
3	4	running	19	100
3	4	across	20	101
3	4	the	21	102
3	4	street	22	103
3	4	to	23	104
3	4	avoid	24	105
3	4	two	25	106
3	4	carriages	26	107
3	4	that	27	108
3	4	were	28	109
3	4	rolling	29	110
3	4	along	30	111
3	4	at	31	112
3	4	a	32	113
3	4	terrible	33	114
3	4	rate.	34	115
3	5	One	1	116
3	5	of	2	117
3	5	the	3	118
3	5	slippers	4	119
3	5	she	5	120
3	5	could	6	121
3	5	not	7	122
3	5	find,	8	123
3	5	and	9	124
3	5	a	10	125
3	5	boy	11	126
3	5	seized	12	127
3	5	upon	13	128
3	5	the	14	129
3	5	other,	15	130
3	5	saying	16	131
3	5	that	17	132
3	5	he	18	133
3	5	could	19	134
3	5	use	20	135
3	5	it	21	136
3	5	as	22	137
3	5	a	23	138
3	5	home	24	139
3	5	for	25	140
3	5	his	26	141
3	5	little	27	142
3	5	pet	28	143
3	5	mouse.	29	144
3	6	So	1	145
3	6	with	2	146
3	6	her	3	147
3	6	naked	4	148
3	6	feet,	5	149
3	6	which	6	150
3	6	were	7	151
3	6	quite	8	152
3	6	red	9	153
3	6	and	10	154
3	6	blue	11	155
3	6	with	12	156
3	6	the	13	157
3	6	cold,	14	158
3	6	the	15	159
3	6	little	16	160
3	6	girl	17	161
3	6	went	18	162
3	6	on,	19	163
3	6	wondering	20	164
3	6	how	21	165
3	6	she	22	166
3	6	would	23	167
3	6	get	24	168
3	6	through	25	169
3	6	this	26	170
3	6	dreadful	27	171
3	6	night.	28	172
3	7	She	1	173
3	7	approached	2	174
3	7	an	3	175
3	7	old	4	176
3	7	hovel	5	177
3	7	she	6	178
3	7	had	7	179
3	7	used	8	180
3	7	as	9	181
3	7	a	10	182
3	7	shelter	11	183
3	7	a	12	184
3	7	few	13	185
3	7	times	14	186
3	7	before,	15	187
3	7	and	16	188
3	7	found	17	189
3	7	the	18	190
3	7	entrance	19	191
3	7	was	20	192
3	7	locked.	21	193
3	8	Tough	1	194
3	8	luck	2	195
3	8	for	3	196
3	8	the	4	197
3	8	girl!	5	198
3	9	This	1	199
3	9	day	2	200
3	9	was	3	201
3	9	even	4	202
3	9	worse	5	203
3	9	than	6	204
3	9	the	7	205
3	9	others.	8	206
3	10	No	1	207
3	10	Good	2	208
3	10	Samaritan	3	209
3	10	had	4	210
3	10	given	5	211
3	10	her	6	212
3	10	even	7	213
3	10	a	8	214
3	10	penny.	9	215
3	11	And	1	216
3	11	she	2	217
3	11	had	3	218
3	11	no	4	219
3	11	luck	5	220
3	11	selling	6	221
3	11	any	7	222
3	11	matches	8	223
3	11	that	9	224
3	11	she	10	225
3	11	carried	11	226
3	11	in	12	227
3	11	the	13	228
3	11	old	14	229
3	11	apron	15	230
3	11	her	16	231
3	11	grandmother	17	232
3	11	had	18	233
3	11	given	19	234
3	11	her.	20	235
3	12	Poor	1	236
3	12	little	2	237
3	12	child,	3	238
3	12	she	4	239
3	12	looked	5	240
3	12	the	6	241
3	12	picture	7	242
3	12	of	8	243
3	12	misery.	9	244
3	13	On	1	245
3	13	her	2	246
3	13	long,	3	247
3	13	fair	4	248
3	13	hair,	5	249
3	13	which	6	250
3	13	hung	7	251
3	13	in	8	252
3	13	curls	9	253
3	13	on	10	254
3	13	her	11	255
3	13	shoulders,	12	256
3	13	the	13	257
3	13	snowflakes	14	258
3	13	kept	15	259
3	13	landing,	16	260
3	13	but	17	261
3	13	she	18	262
3	13	did	19	263
3	13	not	20	264
3	13	notice	21	265
3	13	them	22	266
3	13	as	23	267
3	13	she	24	268
3	13	shivered	25	269
3	13	along.	26	270
3	14	She	1	271
3	14	was	2	272
3	14	losing	3	273
3	14	strength	4	274
3	14	and	5	275
3	14	beginning	6	276
3	14	to	7	277
3	14	doubt	8	278
3	14	she	9	279
3	14	could	10	280
3	14	weather	11	281
3	14	this	12	282
3	14	storm.	13	283
3	15	It	1	284
3	15	was	2	285
3	15	New	3	286
3	15	Year's,	4	287
3	15	and	5	288
3	15	the	6	289
3	15	girl	7	290
3	15	asked	8	291
3	15	herself	9	292
3	15	why,	10	293
3	15	as	11	294
3	15	lights	12	295
3	15	shone	13	296
3	15	from	14	297
3	15	every	15	298
3	15	window,	16	299
3	15	and	17	300
3	15	the	18	301
3	15	savory	19	302
3	15	smell	20	303
3	15	of	21	304
3	15	roast	22	305
3	15	goose	23	306
3	15	crept	24	307
3	15	out	25	308
3	15	on	26	309
3	15	the	27	310
3	15	streets,	28	311
3	15	she	29	312
3	15	was	30	313
3	15	outside	31	314
3	15	all	32	315
3	15	alone.	33	316
3	16	Exhausted,	1	317
3	16	she	2	318
3	16	finally	3	319
3	16	sat	4	320
3	16	down	5	321
3	16	in	6	322
3	16	a	7	323
3	16	corner	8	324
3	16	behind	9	325
3	16	the	10	326
3	16	little	11	327
3	16	bakery.	12	328
3	17	She	1	329
3	17	put	2	330
3	17	a	3	331
3	17	rag	4	332
3	17	she	5	333
3	17	had	6	334
3	17	found	7	335
3	17	over	8	336
3	17	her	9	337
3	17	legs	10	338
3	17	to	11	339
3	17	cover	12	340
3	17	herself,	13	341
3	17	but	14	342
3	17	she	15	343
3	17	could	16	344
3	17	not	17	345
3	17	keep	18	346
3	17	off	19	347
3	17	the	20	348
3	17	cold.	21	349
3	18	The	1	350
3	18	girl,	2	351
3	18	who	3	352
3	18	the	4	353
3	18	night	5	354
3	18	air	6	355
3	18	had	7	356
3	18	completely	8	357
3	18	enveloped,	9	358
3	18	dared	10	359
3	18	not	11	360
3	18	go	12	361
3	18	home,	13	362
3	18	for	14	363
3	18	she	15	364
3	18	had	16	365
3	18	sold	17	366
3	18	no	18	367
3	18	matches.	19	368
3	19	Her	1	369
3	19	father	2	370
3	19	had	3	371
3	19	been	4	372
3	19	mean	5	373
3	19	and	6	374
3	19	moody	7	375
3	19	ever	8	376
3	19	since	9	377
3	19	his	10	378
3	19	wife	11	379
3	19	had	12	380
3	19	gone	13	381
3	19	to	14	382
3	19	meet	15	383
3	19	her	16	384
3	19	Maker.	17	385
3	20	He	1	386
3	20	would	2	387
3	20	certainly	3	388
3	20	beat	4	389
3	20	her,	5	390
3	20	as	6	391
3	20	he	7	392
3	20	has	8	393
3	20	done	9	394
3	20	several	10	395
3	20	times	11	396
3	20	in	12	397
3	20	the	13	398
3	20	weeks	14	399
3	20	past,	15	400
3	20	because	16	401
3	20	she	17	402
3	20	had	18	403
3	20	not	19	404
3	20	earned	20	405
3	20	any	21	406
3	20	money	22	407
3	20	today.	23	408
3	21	Besides,	1	409
3	21	it	2	410
3	21	was	3	411
3	21	almost	4	412
3	21	as	5	413
3	21	cold	6	414
3	21	at	7	415
3	21	home	8	416
3	21	as	9	417
3	21	outside,	10	418
3	21	for	11	419
3	21	they	12	420
3	21	had	13	421
3	21	only	14	422
3	21	a	15	423
3	21	patchy	16	424
3	21	roof	17	425
3	21	to	18	426
3	21	cover	19	427
3	21	them.	20	428
3	22	The	1	429
3	22	girl's	2	430
3	22	little	3	431
3	22	hands	4	432
3	22	were	5	433
3	22	almost	6	434
3	22	frozen	7	435
3	22	solid	8	436
3	22	so	9	437
3	22	she	10	438
3	22	decided	11	439
3	22	that	12	440
3	22	a	13	441
3	22	burning	14	442
3	22	match	15	443
3	22	might	16	444
3	22	be	17	445
3	22	of	18	446
3	22	some	19	447
3	22	good.	20	448
3	23	'Scratch!'	1	449
3	23	sounded	2	450
3	23	the	3	451
3	23	match	4	452
3	23	as	5	453
3	23	she	6	454
3	23	drew	7	455
3	23	it	8	456
3	23	out.	9	457
3	24	How	1	458
3	24	it	2	459
3	24	sputtered	3	460
3	24	as	4	461
3	24	it	5	462
3	24	burnt!	6	463
3	25	It	1	464
3	25	gave	2	465
3	25	a	3	466
3	25	warm,	4	467
3	25	candle-like	5	468
3	25	bright	6	469
3	25	light	7	470
3	25	that	8	471
3	25	the	9	472
3	25	girl	10	473
3	25	hid	11	474
3	25	from	12	475
3	25	the	13	476
3	25	world	14	477
3	25	as	15	478
3	25	she	16	479
3	25	held	17	480
3	25	her	18	481
3	25	hand	19	482
3	25	over	20	483
3	25	it.	21	484
3	26	Why	1	485
3	26	had	2	486
3	26	no	3	487
3	26	one	4	488
3	26	wanted	5	489
3	26	to	6	490
3	26	buy	7	491
3	26	even	8	492
3	26	one	9	493
3	26	match?	10	494
3	27	A	1	495
3	27	wonderful	2	496
3	27	light,	3	497
3	27	it	4	498
3	27	was	5	499
3	27	really.	6	500
3	28	It	1	501
3	28	seemed	2	502
3	28	to	3	503
3	28	the	4	504
3	28	girl	5	505
3	28	that	6	506
3	28	she	7	507
3	28	was	8	508
3	28	sitting	9	509
3	28	by	10	510
3	28	a	11	511
3	28	large	12	512
3	28	iron	13	513
3	28	stove,	14	514
3	28	with	15	515
3	28	polished	16	516
3	28	brass	17	517
3	28	feet	18	518
3	28	and	19	519
3	28	a	20	520
3	28	brass	21	521
3	28	ornament.	22	522
3	29	How	1	523
3	29	the	2	524
3	29	fire	3	525
3	29	burned!	4	526
3	30	The	1	527
3	30	girl	2	528
3	30	was	3	529
3	30	pleased	4	530
3	30	and	5	531
3	30	the	6	532
3	30	fire	7	533
3	30	actually	8	534
3	30	seemed	9	535
3	30	so	10	536
3	30	warm	11	537
3	30	that	12	538
3	30	the	13	539
3	30	child	14	540
3	30	stretched	15	541
3	30	out	16	542
3	30	her	17	543
3	30	feet	18	544
